,superkingdom,phylum,clade,class,order,family,genus,species,strain,taxon
Firmicutes_Tenericutes_2701,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,,Lactococcus garvieae
Firmicutes_Tenericutes_4635,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. ACHW1.5,,Lysinibacillus sp. ACHW1.5
Firmicutes_Tenericutes_49,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium alkaliphilum,,Exiguobacterium alkaliphilum
Firmicutes_Tenericutes_900,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Clostridiaceae,Geosporobacter,Geosporobacter ferrireducens,,Geosporobacter ferrireducens
Proteobacteria_10142,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Chromatiaceae,Caldichromatium,Caldichromatium japonicum,,Caldichromatium japonicum
Proteobacteria_10154,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum,Marichromatium purpuratum 984,Marichromatium purpuratum 984
Proteobacteria_10386,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri CCUG 29243,Pseudomonas stutzeri CCUG 29243
Proteobacteria_11482,Bacteria,Proteobacteria,,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter seifertii,,Acinetobacter seifertii
Proteobacteria_5312,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,Legionella
Proteobacteria_7018,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,Agrobacterium vitis S4,Agrobacterium vitis S4
Proteobacteria_7021,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,,Agrobacterium vitis
Bacteroidetes_199,Bacteria,Bacteroidetes,FCB group,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. MD30B,,Chitinophaga sp. MD30B
Cyanobacteria_219,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 7376,,Leptolyngbya sp. PCC 7376
Proteobacteria_10980,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viciae,,Pseudomonas viciae
Proteobacteria_5301,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,,,,Legionellaceae
Proteobacteria_7093,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,,,,Devosiaceae
Bacteroidetes_471,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,,,Fulvivirga
Actinobacteria_1876,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Micrococcaceae,,,,Micrococcaceae
Bacteroidetes_1009,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,Flavobacterium
Proteobacteria_5751,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter ellisii,,Arcobacter ellisii
Proteobacteria_5796,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis,Arcobacter nitrofigilis DSM 7299,Arcobacter nitrofigilis DSM 7299
Proteobacteria_845,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Bacteroidetes_1058,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,Flavobacterium
Bacteroidetes_1472,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Weeksellaceae,,,,Weeksellaceae
Cyanobacteria_265,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Nostocales,Nostocaceae,,,,Nostocaceae
Actinobacteria_443,Bacteria,Actinobacteria,Terrabacteria group,,,,,,,Terrabacteria group
Proteobacteria_10041,Bacteria,Proteobacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CECT 30171,,Lysobacter sp. CECT 30171
Proteobacteria_7241,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola algae,,Pseudooceanicola algae
Proteobacteria_8577,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera aromatica,Thauera aromatica K172,Thauera aromatica K172
Firmicutes_Tenericutes_573,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Oscillospiraceae,,,,Oscillospiraceae
Bacteroidetes_212,Bacteria,Bacteroidetes,FCB group,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter daejeonensis,,Mucilaginibacter daejeonensis
Firmicutes_Tenericutes_2022,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,,Enterococcus hirae
Firmicutes_Tenericutes_528,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Oscillospiraceae,,,,Oscillospiraceae
Firmicutes_Tenericutes_723,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Arthromitus,,,Candidatus Arthromitus
Proteobacteria_11102,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,Pseudomonadaceae
Proteobacteria_1654,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Jejubacter,Jejubacter calystegiae,,Jejubacter calystegiae
Proteobacteria_3459,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,,Pantoea
Proteobacteria_3477,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,,Erwiniaceae
Proteobacteria_9368,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. WG5,,Massilia sp. WG5
Proteobacteria_9388,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia plicata,,Massilia plicata
Proteobacteria_9390,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia albidiflava,,Massilia albidiflava
Proteobacteria_3728,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia alcalifaciens,,Providencia alcalifaciens
Proteobacteria_5306,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella israelensis,,Legionella israelensis
Bacteroidetes_221,Bacteria,Bacteroidetes,FCB group,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter xinganensis,,Mucilaginibacter xinganensis
Actinobacteria_1607,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. zg-332,,Actinomyces sp. zg-332
Actinobacteria_2378,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Beutenbergiaceae,Miniimonas,Miniimonas sp. S16,,Miniimonas sp. S16
Actinobacteria_2419,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii,Sanguibacter keddieii DSM 10542,Sanguibacter keddieii DSM 10542
Actinobacteria_2447,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. Y8,,Cellulomonas sp. Y8
Firmicutes_Tenericutes_170,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus jilunlii,,Paenibacillus jilunlii
Firmicutes_Tenericutes_595,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Oscillospiraceae,Thermoclostridium,Thermoclostridium stercorarium,Thermoclostridium stercorarium subsp. stercorarium DSM 8532,Thermoclostridium stercorarium subsp. stercorarium DSM 8532
Proteobacteria_2733,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,Enterobacteriaceae
Proteobacteria_11738,Bacteria,Proteobacteria,,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,,Acinetobacter indicus
Proteobacteria_7660,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. M41,,Sphingorhabdus sp. M41
Proteobacteria_7665,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,Parasphingorhabdus litoris,Parasphingorhabdus litoris DSM 22379,Parasphingorhabdus litoris DSM 22379
Proteobacteria_8519,Bacteria,Proteobacteria,,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis,,Laribacter hongkongensis
Firmicutes_Tenericutes_1892,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,,Bacillus smithii
Proteobacteria_10112,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,,,Halothiobacillus
Proteobacteria_5450,Bacteria,Proteobacteria,,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio sp. ZAP7,,Bdellovibrio sp. ZAP7
Proteobacteria_5606,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. SVR,,Geobacter sp. SVR
Proteobacteria_6948,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella sp. XGS7,,Shinella sp. XGS7
Proteobacteria_7508,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,,Sphingomonadaceae
Proteobacteria_7527,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,Sphingobium
Proteobacteria_7539,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum L-1,Sphingobium chlorophenolicum L-1
Proteobacteria_7541,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,Sphingobium
Proteobacteria_8601,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter sp. JS3050,,Diaphorobacter sp. JS3050
Proteobacteria_8800,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,,Comamonadaceae
Firmicutes_Tenericutes_4464,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,,Mycoplasmopsis synoviae
Proteobacteria_7578,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Erythrobacter litoralis HTCC2594,Erythrobacter litoralis HTCC2594
Cyanobacteria_129,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,Synechococcus elongatus PCC 6301,Synechococcus elongatus PCC 6301
Planctomycetes_65,Bacteria,Planctomycetes,PVC group,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62,,Planctomyces sp. SH-PL62
Proteobacteria_3709,Bacteria,Proteobacteria,,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Gilliamella
Proteobacteria_6740,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,,,,Phyllobacteriaceae
Proteobacteria_9726,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,,,Coxiella
Bacteroidetes_309,Bacteria,Bacteroidetes,FCB group,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,Pseudopedobacter saltans,Pseudopedobacter saltans DSM 12145,Pseudopedobacter saltans DSM 12145
Bacteroidetes_761,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,,Bacteroides ovatus
Bacteroidetes_793,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Muribaculaceae,,,,Muribaculaceae
Firmicutes_Tenericutes_527,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacter,Caproicibacter fermentans,,Caproicibacter fermentans
Proteobacteria_10139,Bacteria,Proteobacteria,,Gammaproteobacteria,Methylococcales,Methylococcaceae,,,,Methylococcaceae
Proteobacteria_10217,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,Pseudomonas
Proteobacteria_10412,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri DSM 10701,Pseudomonas stutzeri DSM 10701
Proteobacteria_4409,Bacteria,Proteobacteria,,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media,,Aeromonas media
Proteobacteria_5609,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,,,,,Desulfuromonadales
Proteobacteria_7155,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter mirabilis,,Caulobacter mirabilis
Proteobacteria_7721,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,Sphingomonas
Proteobacteria_7737,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,Sphingomonas
Proteobacteria_7756,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. DM2-R-LB4,,Sphingomonas sp. DM2-R-LB4
Proteobacteria_8550,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,,,,,Rhodocyclales
Proteobacteria_8554,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans,Sulfuritalea hydrogenivorans sk43H,Sulfuritalea hydrogenivorans sk43H
Proteobacteria_8699,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax carolinensis,,Acidovorax carolinensis
Proteobacteria_977,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Bacteroidetes_454,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium amurskyense,,Cyclobacterium amurskyense
Bacteroidetes_1360,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Proteobacteria_5243,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella endosymbiont of Polyplax serrata,,Legionella endosymbiont of Polyplax serrata
Proteobacteria_6981,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,,,,Rhizobiaceae
Proteobacteria_7010,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ACO-34A,,Rhizobium sp. ACO-34A
Cyanobacteria_52,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A18-25c,,Synechococcus sp. A18-25c
Cyanobacteria_76,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-49,,Synechococcus sp. KORDI-49
Proteobacteria_6437,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,,,Methylorubrum
Proteobacteria_4085,Bacteria,Proteobacteria,ant endosymbionts,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Candidatus Blochmannia chromaiodes,Candidatus Blochmannia chromaiodes str. 640,Candidatus Blochmannia chromaiodes str. 640
Proteobacteria_573,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Yersinia pestis 8787,Yersinia pestis 8787
Proteobacteria_938,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Cyanobacteria_4,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Fusobacteria_11,Bacteria,Fusobacteria,,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,Fusobacterium ulcerans ATCC 49185,Fusobacterium ulcerans ATCC 49185
Proteobacteria_7832,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,,,Azospirillum
Proteobacteria_822,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Proteobacteria_8231,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,,,,Methylophilaceae
Firmicutes_Tenericutes_1745,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii,,Peribacillus asahii
Proteobacteria_6646,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,,,,,Hyphomicrobiales
Proteobacteria_6800,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,,,Bartonella
Proteobacteria_7052,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,,,,,Hyphomicrobiales
Proteobacteria_7074,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,,,,,Hyphomicrobiales
Proteobacteria_5571,Bacteria,Proteobacteria,,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,Syntrophobacteraceae
Proteobacteria_7696,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis,,Zymomonas mobilis
Firmicutes_Tenericutes_4651,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. SGAir0095,,Lysinibacillus sp. SGAir0095
Actinobacteria_1579,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris,,Actinomyces oris
Actinobacteria_1843,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris,,Kocuria palustris
Actinobacteria_1956,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,,,Arthrobacter
Actinobacteria_2591,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,,Cutibacterium acnes
Actinobacteria_673,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Corynebacteriales,Dietziaceae,Dietzia,Dietzia sp. oral taxon 368,,Dietzia sp. oral taxon 368
Actinobacteria_767,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,Corynebacterium casei LMG S-19264,Corynebacterium casei LMG S-19264
Bacteroidetes_520,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,,Bacteroides stercoris
Bacteroidetes_668,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Prevotellaceae,,,,Prevotellaceae
Bacteroidetes_801,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis,,Porphyromonas endodontalis
Bacteroidetes_840,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp. oral taxon 275,,Porphyromonas sp. oral taxon 275
Firmicutes_Tenericutes_2436,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,,Streptococcus sanguinis
Firmicutes_Tenericutes_928,Bacteria,Firmicutes,Terrabacteria group,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,,Anaerococcus
Proteobacteria_10665,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,,Pseudomonas fragi
Proteobacteria_1426,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,,Raoultella planticola
Proteobacteria_606,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia alvei,,Hafnia alvei
Proteobacteria_7134,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas subvibrioides,Brevundimonas subvibrioides ATCC 15264,Brevundimonas subvibrioides ATCC 15264
Verrucomicrobia_3,Bacteria,Verrucomicrobia,PVC group,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,,Akkermansia muciniphila
Bacteroidetes_993,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. xlx-214,,Flavobacterium sp. xlx-214
Firmicutes_Tenericutes_2911,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis,,Lactobacillus helsingborgensis
Bacteroidetes_1443,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,,Chryseobacterium
Firmicutes_Tenericutes_2982,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Lactobacillus
Proteobacteria_7177,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagovum,Pelagovum pacificum,,Pelagovum pacificum
